id;titulo;temas;fontes;tags;descricao_do_conjunto_de_dados;tipos;descricao_do_tipo_de_arquivo;nome_arquivo;data_ref;data_lancamento
501;Base de microdados da PNAD 1976;Demografia;IBGE;Base de microdados das PNADs;;não cartográfico;Pnad 1976 (arquivo em formato 7z, com 26.527 Kb)#Comparabilidade das informações disponíveis nos Censos (1960-2010) e PNADs (1976, 1985, 1995 e 2005);1976.7z#830-wp.17.2014.pdf;1976;
502;Base de microdados da PNAD 1977;Demografia;IBGE;Base de microdados das PNADs;;não cartográfico;Pnad 1977 (arquivo em formato 7z, com 14.970 Kb);1977.7z;1977;
503;Base de microdados da PNAD 1978;Demografia;IBGE;Base de microdados das PNADs;;não cartográfico;Pnad 1978 (arquivo em formato 7z, com 12.837 Kb);1978.7z;1978;
504;Base de microdados da PNAD 1979;Demografia;IBGE;Base de microdados das PNADs;;não cartográfico;Pnad 1979 (arquivo em formato 7z, com 13.781 Kb);1979.7z;1979;
505;Base de microdados da PNAD 1981;Demografia;IBGE;Base de microdados das PNADs;;não cartográfico;Pnad 1981 (arquivo em formato 7z, com 13.408 Kb);PNAD_1981.rar;1981;
506;Base de microdados da PNAD 1982;Demografia;IBGE;Base de microdados das PNADs;;não cartográfico;Pnad 1982 (arquivo em formato 7z, com 19.544 Kb);PNAD_1982.rar;1982;
507;Base de microdados da PNAD 1983;Demografia;IBGE;Base de microdados das PNADs;;não cartográfico;Pnad 1983 (arquivo em formato 7z, com 14.670 Kb);PNAD_1983.rar;1983;
508;Base de microdados da PNAD 1984;Demografia;IBGE;Base de microdados das PNADs;;não cartográfico;Pnad 1984 (arquivo em formato 7z, com 14.585 Kb);PNAD_1984.rar;1984;
509;Base de microdados da PNAD 1985;Demografia;IBGE;Base de microdados das PNADs;;não cartográfico;Pnad 1985 (arquivo em formato 7z, com 16.257 Kb)#Comparabilidade das informações disponíveis nos Censos (1960-2010) e PNADs (1976, 1985, 1995 e 2005);PNAD_1985.rar#830-wp.17.2014.pdf;1985;
510;Base de microdados da PNAD 1986;Demografia;IBGE;Base de microdados das PNADs;;não cartográfico;Pnad 1986 (arquivo em formato 7z, com 9.071 Kb);pnad_1986.7z;1986;
511;Base de microdados da PNAD 1987;Demografia;IBGE;Base de microdados das PNADs;;não cartográfico;Pnad 1987 (arquivo em formato 7z, com 8.368 Kb);PNAD_1987.rar;1987;
512;Base de microdados da PNAD 1988;Demografia;IBGE;Base de microdados das PNADs;;não cartográfico;Pnad 1988 (arquivo em formato 7z, com 12.942 Kb);PNAD_1988.rar;1988;
513;Base de microdados da PNAD 1989;Demografia;IBGE;Base de microdados das PNADs;;não cartográfico;Pnad 1989 (arquivo em formato 7z, com 11.021 Kb);PNAD_1989.rar;1989;
514;Base de microdados da PNAD 1990;Demografia;IBGE;Base de microdados das PNADs;;não cartográfico;Pnad 1990 (arquivo em formato 7z, com 12.418 Kb);PNAD_1990.rar;1990;
515;Base de microdados da PNAD 1992;Demografia;IBGE;Base de microdados das PNADs;;não cartográfico;Pnad 1992 (arquivo em formato 7z, com 15.836 Kb);PNAD_1992.rar;1992;
516;Base de microdados da PNAD 1993;Demografia;IBGE;Base de microdados das PNADs;;não cartográfico;Pnad 1993 (arquivo em formato 7z, com 15.881 Kb);PNAD_1993.rar;1993;
517;Base de microdados da PNAD 1995;Demografia;IBGE;Base de microdados das PNADs;;não cartográfico;Pnad 1995 (arquivo em formato 7z, com 16.231 Kb)#Comparabilidade das informações disponíveis nos Censos (1960-2010) e PNADs (1976, 1985, 1995 e 2005);PNAD_1995.rar#830-wp.17.2014.pdf;1995;
518;Base de microdados da PNAD 1996;Demografia;IBGE;Base de microdados das PNADs;;não cartográfico;Pnad 1996 (arquivo em formato 7z, com 17.836 Kb);PNAD_1996.rar;1996;
519;Base de microdados da PNAD 1997;Demografia;IBGE;Base de microdados das PNADs;;não cartográfico;Pnad 1997 (arquivo em formato 7z, com 16.535 Kb);PNAD_1997.rar;1997;
520;Base de microdados da PNAD 1998;Demografia;IBGE;Base de microdados das PNADs;;não cartográfico;Pnad 1998 (arquivo em formato 7z, com 19.562 Kb);PNAD_1998.rar;1998;
521;Base de microdados da PNAD 1999;Demografia;IBGE;Base de microdados das PNADs;;não cartográfico;Pnad 1999 (arquivo em formato 7z, com 16.050 Kb);PNAD_1999.rar;1999;
522;Base de microdados da PNAD 2001;Demografia;IBGE;Base de microdados das PNADs;;não cartográfico;Pnad_2001 (arquivo em formato 7z, com 47.291 Kb);PNAD_2001.7z;2001;
523;Base de microdados da PNAD 2002;Demografia;IBGE;Base de microdados das PNADs;;não cartográfico;Pnad_2002 (arquivo em formato 7z, com 46.633 Kb);PNAD_2002.7z;2002;
524;Base de microdados da PNAD 2003;Demografia;IBGE;Base de microdados das PNADs;;não cartográfico;Pnad_2003 (arquivo em formato 7z, com 58.355 KB);PNAD_2003.7z;2003;
525;Base de microdados da PNAD 2004;Demografia;IBGE;Base de microdados das PNADs;;não cartográfico;Pnad_2004 (arquivo em formato 7z, com 51.807 Kb);PNAD_2004.7z;2004;
526;Base de microdados da PNAD 2005;Demografia;IBGE;Base de microdados das PNADs;;não cartográfico;Pnad_2005 (arquivo em formato 7z, com 53.044 Kb)#Comparabilidade das informações disponíveis nos Censos (1960-2010) e PNADs (1976, 1985, 1995 e 2005);PNAD_2005.7z#830-wp.17.2014.pdf;2005;
527;Base de microdados da PNAD 2006;Demografia;IBGE;Base de microdados das PNADs;;não cartográfico;Pnad_2006 (arquivo em formato 7z, com 55.832 Kb);PNAD_2006.7Z;2006;
528;Base de microdados da PNAD 2007;Demografia;IBGE;Base de microdados das PNADs;;não cartográfico;Pnad_2007 (arquivo em formato 7z, com 62.500 Kb);PNAD_2007.7z;2007;
529;Base de microdados da PNAD 2008;Demografia;IBGE;Base de microdados das PNADs;;não cartográfico;Pnad_2008 (arquivo em formato 7z, com 85.601 Kb);PNAD_2008.7z;2008;
530;Base de microdados da PNAD 2009;Demografia;IBGE;Base de microdados das PNADs;;não cartográfico;Pnad_2009 (arquivo em formato 7z, com 64.899 Kb);PNAD_2009.7z;2009;
531;Base de microdados da PNAD 2011;Demografia;IBGE;Base de microdados das PNADs;;não cartográfico;Pnad_2011 (arquivo em formato 7z, com 56.203 Kb);PNAD_2011.7z;2011;
532;Base de microdados da PNAD 2012;Demografia;IBGE;Base de microdados das PNADs;;não cartográfico;Pnad_2012 (arquivo em formato 7z, com 55.729 Kb);PNAD_2012.7z;2012;
533;Base de microdados da PNAD 2013;Demografia;IBGE;Base de microdados das PNADs;;não cartográfico;Pnad_2013 (arquivo em formato 7z, com 57.806 Kb);PNAD_2013.7z;2013;
534;Base de microdados da PNAD 2014;Demografia;IBGE;Base de microdados das PNADs;;não cartográfico;Pnad_2014 (arquivo em formato 7z, com 64.688 Kb);PNAD_2014.7z;2014;
535;Base de microdados da PNAD 2015;Demografia;IBGE;Base de microdados das PNADs;;não cartográfico;Pnad_2015 (arquivo em formato 7z, com 61.311 Kb);PNAD_2015.7z;2015;
536;Dados do Mapa de Vulnerabilidade da RMSP;Desigualdade social e pobreza;;Mapa de Vulnerabilidade#Mapa de Vulnerabilidade - Dados;;não cartográfico;Dados;Mapa_da_Vulnerabilidade_2000_Dados.zip;2000;01/01/2003
537;Mapa da Vulnerabilidade Social do Município de São Paulo;Desigualdade social e pobreza;;Mapa de Vulnerabilidade#Mapa de Vulnerabilidade - Mapas;Grupos de Setores censitários classificados segundo privação e ciclo de vida familiar* - #Municipio de São Paulo. Baseado em dados do Censo Demográfico IBGE 2000;não cartográfico;São Paulo;1.3.0.SaoPaulo.pdf;2000;
538;Mapa da Vulnerabilidade Social do Município de São Paulo, sub prefeitura de Perus;Desigualdade social e pobreza;censo_2000.7z#517-Instru%C3%A7%C3%B5es_para_os_Censos_out_2013.pdf#830-wp.17.2014.pdf;Mapa de Vulnerabilidade#Mapa de Vulnerabilidade - Mapas;Grupos de Setores censitários classificados segundo privação e ciclo de vida familiar* - #Municipio de São Paulo Sub prefeitura de Perus. Baseado em dados do Censo Demográfico IBGE 2000;não cartográfico;Perus;1.3.1.Perus.pdf;2000;
539;Mapa da Vulnerabilidade Social do Município de São Paulo, sub prefeitura de Pirituba;Desigualdade social e pobreza;;Mapa de Vulnerabilidade#Mapa de Vulnerabilidade - Mapas;Grupos de Setores censitários classificados segundo privação e ciclo de vida familiar* - #Municipio de São Paulo Sub prefeitura de Pirituba. Baseado em dados do Censo Demográfico IBGE 2000;não cartográfico;Pirituba;1.3.2.Pirituba.pdf;2000;
540;Mapa da Vulnerabilidade Social do Município de São Paulo, sub prefeitura de Brasilândia;Desigualdade social e pobreza;;Mapa de Vulnerabilidade#Mapa de Vulnerabilidade - Mapas;Grupos de Setores censitários classificados segundo privação e ciclo de vida familiar* - #Municipio de São Paulo Sub prefeitura de Brasilândia. Baseado em dados do Censo Demográfico IBGE 2000;não cartográfico;Brasilândia;1.3.3.Brasilandia.pdf;2000;
541;Mapa da Vulnerabilidade Social do Município de São Paulo, sub prefeitura de CasaVerde;Desigualdade social e pobreza;Censo_2010_2.7z#517-Instru%C3%A7%C3%B5es_para_os_Censos_out_2013.pdf#830-wp.17.2014.pdf;Mapa de Vulnerabilidade#Mapa de Vulnerabilidade - Mapas;Grupos de Setores censitários classificados segundo privação e ciclo de vida familiar* - #Municipio de São Paulo Sub prefeitura de CasaVerde. Baseado em dados do Censo Demográfico IBGE 2000;não cartográfico;CasaVerde;1.3.4.CasaVerde.pdf;2000;
542;Mapa da Vulnerabilidade Social do Município de São Paulo, sub prefeitura de Santana;Desigualdade social e pobreza;;Mapa de Vulnerabilidade#Mapa de Vulnerabilidade - Mapas;Grupos de Setores censitários classificados segundo privação e ciclo de vida familiar* - #Municipio de São Paulo Sub prefeitura de Santana. Baseado em dados do Censo Demográfico IBGE 2000;não cartográfico;Santana;1.3.5.Santana.pdf;2000;
543;Mapa da Vulnerabilidade Social do Município de São Paulo, sub prefeitura de Tremembé;Desigualdade social e pobreza;;Mapa de Vulnerabilidade#Mapa de Vulnerabilidade - Mapas;Grupos de Setores censitários classificados segundo privação e ciclo de vida familiar* - #Municipio de São Paulo Sub prefeitura de Tremembé. Baseado em dados do Censo Demográfico IBGE 2000;não cartográfico;Tremembé;1.3.6.Tremembe.pdf;2000;
544;Mapa da Vulnerabilidade Social do Município de São Paulo, sub prefeitura de VilaMaria;Desigualdade social e pobreza;1976.7z#830-wp.17.2014.pdf;Mapa de Vulnerabilidade#Mapa de Vulnerabilidade - Mapas;Grupos de Setores censitários classificados segundo privação e ciclo de vida familiar* - #Municipio de São Paulo Sub prefeitura de VilaMaria. Baseado em dados do Censo Demográfico IBGE 2000;não cartográfico;VilaMaria;1.3.7.VilaMaria.pdf;2000;
545;Mapa da Vulnerabilidade Social do Município de São Paulo, sub prefeitura de Lapa;Desigualdade social e pobreza;Centro de Estudos da Metrópole#IBGE#Secretaria de Assistência Social#SAS-PMSP;Mapa de Vulnerabilidade#Mapa de Vulnerabilidade - Mapas;Grupos de Setores censitários classificados segundo privação e ciclo de vida familiar* - #Municipio de São Paulo Sub prefeitura de Lapa. Baseado em dados do Censo Demográfico IBGE 2000;não cartográfico;Lapa;1.3.8.Lapa.pdf;2000;
546;Mapa da Vulnerabilidade Social do Município de São Paulo, sub prefeitura de Sé;Desigualdade social e pobreza;Centro de Estudos da Metrópole#IBGE#Secretaria de Assistência Social#SAS-PMSP;Mapa de Vulnerabilidade#Mapa de Vulnerabilidade - Mapas;Grupos de Setores censitários classificados segundo privação e ciclo de vida familiar* - #Municipio de São Paulo Sub prefeitura de Sé. Baseado em dados do Censo Demográfico IBGE 2000;não cartográfico;Sé;1.3.9.Se.pdf;2000;
547;Mapa da Vulnerabilidade Social do Município de São Paulo, sub prefeitura de Butantã;Desigualdade social e pobreza;Centro de Estudos da Metrópole#IBGE#Secretaria de Assistência Social#SAS-PMSP;Mapa de Vulnerabilidade#Mapa de Vulnerabilidade - Mapas;Grupos de Setores censitários classificados segundo privação e ciclo de vida familiar* - #Municipio de São Paulo Sub prefeitura de Butantã. Baseado em dados do Censo Demográfico IBGE 2000;não cartográfico;Butantã;1.3.10.Butanta.pdf;2000;
548;Mapa da Vulnerabilidade Social do Município de São Paulo, sub prefeitura de Pinheiros;Desigualdade social e pobreza;Centro de Estudos da Metrópole#IBGE#Secretaria de Assistência Social#SAS-PMSP;Mapa de Vulnerabilidade#Mapa de Vulnerabilidade - Mapas;Grupos de Setores censitários classificados segundo privação e ciclo de vida familiar* - #Municipio de São Paulo Sub prefeitura de Pinheiros. Baseado em dados do Censo Demográfico IBGE 2000;não cartográfico;Pinheiros;1.3.11.Pinheiros.pdf;2000;
549;Mapa da Vulnerabilidade Social do Município de São Paulo, sub prefeitura de VilaMariana;Desigualdade social e pobreza;Centro de Estudos da Metrópole#IBGE#Secretaria de Assistência Social#SAS-PMSP;Mapa de Vulnerabilidade#Mapa de Vulnerabilidade - Mapas;Grupos de Setores censitários classificados segundo privação e ciclo de vida familiar* - #Municipio de São Paulo Sub prefeitura de VilaMariana. Baseado em dados do Censo Demográfico IBGE 2000;não cartográfico;VilaMariana;1.3.12.VilaMariana.pdf;2000;
550;Mapa da Vulnerabilidade Social do Município de São Paulo, sub prefeitura de Ipiranga;Desigualdade social e pobreza;Centro de Estudos da Metrópole#IBGE#Secretaria de Assistência Social#SAS-PMSP;Mapa de Vulnerabilidade#Mapa de Vulnerabilidade - Mapas;Grupos de Setores censitários classificados segundo privação e ciclo de vida familiar* - #Municipio de São Paulo Sub prefeitura de Ipiranga. Baseado em dados do Censo Demográfico IBGE 2000;não cartográfico;Ipiranga;1.3.13.Ipiranga.pdf;2000;
551;Mapa da Vulnerabilidade Social do Município de São Paulo, sub prefeitura de SantoAmaro;Desigualdade social e pobreza;Centro de Estudos da Metrópole#IBGE#Secretaria de Assistência Social#SAS-PMSP;Mapa de Vulnerabilidade#Mapa de Vulnerabilidade - Mapas;Grupos de Setores censitários classificados segundo privação e ciclo de vida familiar* - #Municipio de São Paulo Sub prefeitura de SantoAmaro. Baseado em dados do Censo Demográfico IBGE 2000;não cartográfico;SantoAmaro;1.3.14.SantoAmaro.pdf;2000;
552;Mapa da Vulnerabilidade Social do Município de São Paulo, sub prefeitura de Jabaquara;Desigualdade social e pobreza;Centro de Estudos da Metrópole#IBGE#Secretaria de Assistência Social#SAS-PMSP;Mapa de Vulnerabilidade#Mapa de Vulnerabilidade - Mapas;Grupos de Setores censitários classificados segundo privação e ciclo de vida familiar* - #Municipio de São Paulo Sub prefeitura de Jabaquara. Baseado em dados do Censo Demográfico IBGE 2000;não cartográfico;Jabaquara;1.3.15.Jabaquara.pdf;2000;
553;Mapa da Vulnerabilidade Social do Município de São Paulo, sub prefeitura de CidadeAdemar;Desigualdade social e pobreza;Centro de Estudos da Metrópole#IBGE#Secretaria de Assistência Social#SAS-PMSP;Mapa de Vulnerabilidade#Mapa de Vulnerabilidade - Mapas;Grupos de Setores censitários classificados segundo privação e ciclo de vida familiar* - #Municipio de São Paulo Sub prefeitura de CidadeAdemar. Baseado em dados do Censo Demográfico IBGE 2000;não cartográfico;CidadeAdemar;1.3.16.CidadeAdemar.pdf;2000;
554;Mapa da Vulnerabilidade Social do Município de São Paulo, sub prefeitura de CampoLimpo;Desigualdade social e pobreza;Centro de Estudos da Metrópole#IBGE#Secretaria de Assistência Social#SAS-PMSP;Mapa de Vulnerabilidade#Mapa de Vulnerabilidade - Mapas;Grupos de Setores censitários classificados segundo privação e ciclo de vida familiar* - #Municipio de São Paulo Sub prefeitura de CampoLimpo. Baseado em dados do Censo Demográfico IBGE 2000;não cartográfico;CampoLimpo;1.3.17.CampoLimpo.pdf;2000;
